context_id,sentence_text,context_window_s3,resolved_cited_title,primary_candidate_intent,final_intent,final_object_type,final_relation_subtype,evidence_span,confidence,abstain,rationale_short,reviewer_correct,reviewer_notes
ctxr_993f3659db31384bea69,"They cannot determine if that information plays a causal role in model predictions (Belinkov and Glass, 2019; Vig et al., 2020) .","However, probes are only able to reveal how representations correlate with information. They cannot determine if that information plays a causal role in model predictions (Belinkov and Glass, 2019; Vig et al., 2020) .",Analysis Methods in Neural Language Processing: A Survey,critiques,critiques,unknown,critique_limitation,They cannot determine if that information plays a causal role in model predictions,0.9,False,"The citation criticizes the inability to determine causal roles, highlighting a limitation.",,
ctxr_eb90d69a4c5f541b8d90,"Generation-based methods can be cast as a sequence to sequence (Seq2Seq) process (Shang et al., 2015; Vinyals and Le, 2015; Sordoni et al., 2015) but suffers from generating generic responses.","Based on that, Yang et al. (2018) propose a deep matching network which could model external knowledge. Generation-based methods can be cast as a sequence to sequence (Seq2Seq) process (Shang et al., 2015; Vinyals and Le, 2015; Sordoni et al., 2015) but suffers from generating generic responses. One way to address the problem is to introduce new content into responses, such as keywords (Mou et al., 2016; Serban et al., 2017a) , topic information and knowledge triples (Zhou et al., 2018) .",Neural Responding Machine for Short-Text Conversation,critiques,critiques,model,critique_limitation,but suffers from generating generic responses,0.95,False,"The citation critiques the Seq2Seq model for generating generic responses, indicating a limitation.",,
ctxr_7e4fe22b302510677fe7,"As mentioned in previous research (Poria et al., 2017a) , traditional approaches used handcrafted features for both the text and audio branches, which cannot fully represent the high-level characteristics.","Another challenge for classifying spoken language is extracting the associated features. As mentioned in previous research (Poria et al., 2017a) , traditional approaches used handcrafted features for both the text and audio branches, which cannot fully represent the high-level characteristics. Recent studies tried to overcome such issues with deep learning structures, including convolutional neural networks (CNNs) Figure 1 : Overall system structure. (Poria et al., 2015) and long short-term memory networks (LSTMs) (Zadeh et al., 2017) .",Context-Dependent Sentiment Analysis in User-Generated Videos,critiques,critiques,method,critique_limitation,which cannot fully represent the high-level characteristics,0.9,False,The citation critiques traditional approaches for their inability to fully represent high-level characteristics.,,
ctxr_b87e3848a407b6a9f450,"Lemmas and diacritized forms are lexical and cannot be modeled directly using a classifier (Habash and Rambow, 2007) , since the target space is big (around 13K for lemmas, and 33K for the diacritized forms, in Train).","We use LSTM-based neural language models (Enarvi and Kurimo, 2016) for the lexical features (lemma and diacritization). Lemmas and diacritized forms are lexical and cannot be modeled directly using a classifier (Habash and Rambow, 2007) , since the target space is big (around 13K for lemmas, and 33K for the diacritized forms, in Train). We therefore use a language model to choose among the candidate lemmas and diacritized forms obtained from the analyzer.",{A}rabic Diacritization through Full Morphological Tagging,critiques,critiques,claim_or_finding,critique_limitation,"and cannot be modeled directly using a classifier (Habash and Rambow, 2007)",0.9,False,"The citation notes a limitation of Habash and Rambow's approach, indicating critique.",,
ctxr_241cc2936aae386e9ae1,"We focus on evaluating the fluency and faithfulness since the ROUGE score often fails to quan- tify them (Schluter, 2017; Cao et al., 2018) .","Human evaluation: We further perform a human evaluation to assess the model generations. We focus on evaluating the fluency and faithfulness since the ROUGE score often fails to quan- tify them (Schluter, 2017; Cao et al., 2018) . 100 random source-target pairs are sampled from the human-written DUC 2004 data for task 1&2 (Over et al., 2007) .",The limits of automatic summarisation according to {ROUGE},critiques,critiques,metric,critique_limitation,ROUGE score often fails to quan- tify,0.9,False,The citation critiques the ROUGE metric by highlighting its failure to quantify certain aspects.,,
ctxr_c60460b172a0b1c9edc8,"The joint models of the two tasks can lead to better performance because they are closely-related and the pipeline models suffer from the error propagation problem (Ng and Low, 2004; Zhang and Clark, 2008; Wang et al., 2011; Zeng et al., 2013; Zhang et al., 2018; Tian et al., 2020a) , which can be alleviated in the joint architecture.","Chinese Word Segmentation (CWS) and Part-Of-Speech (POS) tagging are two fundamental tasks for natural language processing (NLP) in Chinese (Emerson, 2005; Jin and Chen, 2008) , serving as backbones for a number of downstream NLP tasks. The joint models of the two tasks can lead to better performance because they are closely-related and the pipeline models suffer from the error propagation problem (Ng and Low, 2004; Zhang and Clark, 2008; Wang et al., 2011; Zeng et al., 2013; Zhang et al., 2018; Tian et al., 2020a) , which can be alleviated in the joint architecture. Currently, joint CWS and POS tagging has gained great achievements with BERT inputs (Tian et al., 2020a,b) .",Improving {C}hinese Word Segmentation and {POS} Tagging with Semi-supervised Methods Using Large Auto-Analyzed Data,critiques,critiques,model,critique_limitation,models suffer from the error propagation problem,0.85,False,"The citation context states that pipeline models suffer from error propagation, indicating a critique of a limitation in these models.",,
ctxr_6e34fe6b9023ad05bc2c,"For the rest of languages, we produce parses from raw text that may be in documents (and thus we need to find the sentence markers within those documents); for some of the treebanks we adapted Ballesteros and Wanner (2016) punctuation prediction system (which is also based in the Stack-LSTM framework) to predict sentence markers.","For the rest of languages, we produce parses from raw text that may be in documents (and thus we need to find the sentence markers within those documents); for some of the treebanks we adapted Ballesteros and Wanner (2016) punctuation prediction system (which is also based in the Stack-LSTM framework) to predict sentence markers. Given that the text to be segmented into sentences can be of a significant length, we implemented a sliding-window extension of the punctuation prediction system where the Stack-LSTM is reinitialized and primed when the window is advanced (see Section 3 for details).",A Neural Network Architecture for Multilingual Punctuation Generation,extends,extends,model,adapt_to_domain,we adapted Ballesteros and Wanner (2016) punctuation prediction system,0.95,False,The citation indicates adaptation of the Ballesteros and Wanner (2016) system.,,
ctxr_6d93ec34494da1d30912,"We adapt the RNN module which achieved promising results (Han et al., 2021; Liu et al., 2021) .","Instead of learning to better separate gender labels, the adversarial training aims to confuse the gender predictions to reduce gender sensitiveness. We adapt the RNN module which achieved promising results (Han et al., 2021; Liu et al., 2021) .",The Authors Matter: Understanding and Mitigating Implicit Bias in Deep Text Classification,extends,extends,model,adapt_to_domain,We adapt the RNN module,0.85,False,"The paper states that they adapt the RNN module, which indicates extending/adapting the model for their use case.",,
ctxr_2439e75e266291063265,The contributions of this paper are the following: (1) We extend Exner et al. (2015) by including pronouns and other linguistic units that in a local context exhibit the characteristics of entities.,The contributions of this paper are the following: (1) We extend Exner et al. (2015) by including pronouns and other linguistic units that in a local context exhibit the characteristics of entities. 2We present and evaluate two methods for aligning sentences by using entities.,A Distant Supervision Approach to Semantic Role Labeling,extends,extends,unknown,improve,We extend Exner et al. (2015) by including pronouns and other linguistic units that in a local context exhibit the characteristics of entities.,0.95,False,"The text explicitly mentions extending Exner et al. (2015) by including additional linguistic units, indicating an extension.",,
ctxr_8e40329c7dd55c9ac70f,"To solve these problems, we build upon previous work (Thater et al., 2009) and propose to use syntactic second-order vector representations.","To solve these problems, we build upon previous work (Thater et al., 2009) and propose to use syntactic second-order vector representations. Second-order vector representations in a bag-ofwords setting were first used by Schütze (1998) ; in a syntactic setting, they also feature in Dligach and Palmer (2008) .",Ranking Paraphrases in Context,extends,extends,unknown,improve,"we build upon previous work (Thater et al., 2009)",0.85,False,The phrase 'we build upon' indicates that the authors are extending the work of Thater et al. (2009).,,
ctxr_ad9d6f5a04baf2e7cf73,"In this work, we improve the English discourse parser on previous best system (Wang and Lan, 2015b) in three aspects: (1) build two separate argument extractors for the SS case;","In this work, we improve the English discourse parser on previous best system (Wang and Lan, 2015b) in three aspects: (1) build two separate argument extractors for the SS case;",A Refined End-to-End Discourse Parser,extends,extends,unknown,improve,"we improve the English discourse parser on previous best system (Wang and Lan, 2015b)",0.9,False,"The sentence explicitly states that the current work improves upon Wang and Lan (2015b) in specific aspects, suggesting an extension of their method.",,
ctxr_a70bd42357a6a298a234,"To see which tagging confusions contribute to which error reductions, we adapt the POS ablation approach of Tse and Curran (2012) .","To see which tagging confusions contribute to which error reductions, we adapt the POS ablation approach of Tse and Curran (2012) . We consider the POS tag pairs shown in Table 3 .",The Challenges of Parsing {C}hinese with {C}ombinatory {C}ategorial {G}rammar,extends,extends,method,adapt_to_domain,we adapt the POS ablation approach of Tse and Curran (2012),0.9,False,"The text states they 'adapt the POS ablation approach,' indicating they extend the cited method to their context.",,
ctxr_b078eb6e2892a8646e37,"On top of that, for languages in the UD treebanks collection that may not have existing lexical resources and/or morphological analyzers publicly available, we adapted a data-driven rudimentary morphological analyzer (More and Tsarfaty, 2017) that induces a morphological lexicon from existing UD treebanks which provide broad-coverage morphological analyses and adhere to the proposed CoNLL-UL format.","Thus we introduce a finite-state implementation that complies with the UD v2.0 scheme. On top of that, for languages in the UD treebanks collection that may not have existing lexical resources and/or morphological analyzers publicly available, we adapted a data-driven rudimentary morphological analyzer (More and Tsarfaty, 2017) that induces a morphological lexicon from existing UD treebanks which provide broad-coverage morphological analyses and adhere to the proposed CoNLL-UL format. The analyzer can use the induced lexicon, as well as the converted morphological lexicons below, to provide analyses of input text in the CoNLL-UL format.",Universal Joint Morph-Syntactic Processing: The {O}pen {U}niversity of {I}srael{'}s Submission to The {C}o{NLL} 2017 Shared Task,extends,extends,model,adapt_to_domain,"we adapted a data-driven rudimentary morphological analyzer (More and Tsarfaty, 2017)",0.95,False,The text explicitly states that the cited work's model was adapted for a specific domain.,,
ctxr_ae2967c7d8a4856f2044,"By incorporating coherence features stemming from the proposed entity-based representation, we improve the performance of a state-of-the-art readability assessment system (Schwarm and Ostendorf 2005) .","In contrast to existing systems which focus on intra-sentential features, we explore the contribution of discourse-level features to this task. By incorporating coherence features stemming from the proposed entity-based representation, we improve the performance of a state-of-the-art readability assessment system (Schwarm and Ostendorf 2005) .",Reading Level Assessment Using Support Vector Machines and Statistical Language Models,extends,extends,method,improve,we improve the performance of a state-of-the-art readability assessment system (Schwarm and Ostendorf 2005),0.95,False,"The context explicitly states improvement over Schwarm and Ostendorf's method, indicating an 'extends' function.",,
ctxr_244f3521c51031bbbf39,"We extend our sampling algorithm to handle this problem by using the same methods that are used to learn a TSG from a single, fixed tree (Cohn, Goldwater, and Blunsom 2009; Post and Gildea 2009) .","Our approach to sampling was motivated by a desire to learn TSG-style grammars, where one grammar rule is the composition of a number of hyperedges in the forest. We extend our sampling algorithm to handle this problem by using the same methods that are used to learn a TSG from a single, fixed tree (Cohn, Goldwater, and Blunsom 2009; Post and Gildea 2009) . We attach a binary variable to each node in the forest indicating whether the node is a boundary between two TSG rules, or is internal to a single TSG rule.",{B}ayesian Learning of a Tree Substitution Grammar,extends,extends,method,improve,We extend our sampling algorithm to handle this problem by using the same methods that are used to learn a TSG,0.85,False,The citation indicates the current paper extends their method by incorporating techniques from the cited method for TSG learning.,,
ctxr_1984b0c5b88f76638a07,"We adapted it to account for the multilingual corpus of the CoNLL 2009 shared task -seven languages -and to improve the speed of the computationally expensive higher order decoder (Bohnet, 2009) .","The dependency parser of this demonstration is a further development of Carreras (2007) and Johansson and Nugues (2008) . We adapted it to account for the multilingual corpus of the CoNLL 2009 shared task -seven languages -and to improve the speed of the computationally expensive higher order decoder (Bohnet, 2009) . The parser Figure 3 : The output window.",Efficient Parsing of Syntactic and Semantic Dependency Structures,extends,extends,method,adapt_to_domain,We adapted it to account for the multilingual corpus of the CoNLL 2009 shared task,0.85,False,"The citation clearly states the adaptation of Bohnet's method for a new multilingual context, indicating extension.",,
ctxr_1851438b2ade2411fd14,"We start with a model similar to Shef-bRNN (Ive et al., 2018), which we modify by using conditional random fields (CRFs) (Lafferty et al., 2001) for sequence labelling.","We explore different model architectures for the WMT 19 shared task on word-level quality estimation of automatic translation. We start with a model similar to Shef-bRNN (Ive et al., 2018), which we modify by using conditional random fields (CRFs) (Lafferty et al., 2001) for sequence labelling. Additionally, we use a different approach for labelling gaps and source words.",{S}heffield Submissions for the {WMT}18 Quality Estimation Shared Task,extends,extends,method,improve,we modify,0.95,False,"The citing paper explicitly states modifying a model from the cited work, indicating an extends relationship.",,
ctxr_544aee89d03fc5feb5a1,"We have built a baseline dependency parser for Bangla using data driven method which implements inductive dependency parsing using the framework of Malt-Parser (Nivre et al., 2006; Nivre et al., 2007) , in which we adapted the parameters and features for Bangla sentence parsing.","The objective of our work is to build a high accuracy dependency parser for Bangla to facilitate Bangla to Hindi Machine Translation (BHMT) system. We have built a baseline dependency parser for Bangla using data driven method which implements inductive dependency parsing using the framework of Malt-Parser (Nivre et al., 2006; Nivre et al., 2007) , in which we adapted the parameters and features for Bangla sentence parsing. We have analyzed different types of errors in the output of this baseline parser.",{M}alt{P}arser: A Data-Driven Parser-Generator for Dependency Parsing,extends,extends,software_or_tool,adapt_to_domain,we adapted the parameters and features for Bangla sentence parsing,0.9,False,"The text states they adapted Malt-Parser parameters for a new domain, which suggests extending the tool.",,
ctxr_6892b6fe288ece1c65be,"We extend Choi and Palmer (2012) in three ways: (1) an online SVM learning algorithm with L 1 and L 2 regularization, (2) continuous features for corpus-wide information, and (3) the composite function of a linear model for discrete features and a non-linear model for continuous features.","We extend Choi and Palmer (2012) in three ways: (1) an online SVM learning algorithm with L 1 and L 2 regularization, (2) continuous features for corpus-wide information, and (3) the composite function of a linear model for discrete features and a non-linear model for continuous features. Since (2) and (3) are the main topics of this paper, they are explained in detail in Sections 3 and 4 and we describe only (1) here.",Fast and Robust Part-of-Speech Tagging Using Dynamic Model Selection,extends,extends,model,improve,We extend Choi and Palmer (2012) in three ways,0.95,False,The text explicitly states that the paper extends the work of Choi and Palmer (2012) by improving the model with new features and algorithms.,,
ctxr_40a08cb27f9724dc663f,"In this paper, we extend some earlier work on multilingual MGs (Candito, 1998; Kinyon and Rambow, 2003) by proposing crosslinguistic and framework-neutral syntactic invariants, which we apply to TAG.","This is appealing from a grammar engineering point of view, and also from a linguistic point of view: cross-linguistic generalizations are expressed directly in the MG. In this paper, we extend some earlier work on multilingual MGs (Candito, 1998; Kinyon and Rambow, 2003) by proposing crosslinguistic and framework-neutral syntactic invariants, which we apply to TAG. We focus on the verb-second phenomenon as a prototypical example of cross-language variation.",Building Parallel {LTAG} for {F}rench and {I}talian,extends,extends,unknown,improve,"we extend some earlier work on multilingual MGs (Candito, 1998; Kinyon and Rambow, 2003)",0.85,False,"The sentence explicitly states that the paper extends previous work by Candito, 1998, showing improvement or extension.",,
ctxr_6df714f4ca690c45a11c,"We adapt the greedy stack LSTM dependency parser of Dyer et al. (2015) to support a training-with-exploration procedure using dynamic oracles (Goldberg and Nivre, 2013) instead of assuming an error-free action history.","We adapt the greedy stack LSTM dependency parser of Dyer et al. (2015) to support a training-with-exploration procedure using dynamic oracles (Goldberg and Nivre, 2013) instead of assuming an error-free action history. This form of training, which accounts for model predictions at training time, improves parsing accuracies.",Training Deterministic Parsers with Non-Deterministic Oracles,extends,extends,method,adapt_to_domain,"We adapt the greedy stack LSTM dependency parser of Dyer et al. (2015) to support a training-with-exploration procedure using dynamic oracles (Goldberg and Nivre, 2013)",0.95,False,The evidence indicates that the paper extends the method of Goldberg and Nivre by adapting it for a training procedure.,,
ctxr_48bd52250171572f02b1,"We evaluate the quality of the resulting sentence embeddings on sentence transfer tasks using the SentEval (Conneau and Kiela, 2018) toolkit and on our extension of SentEval to GLUE benchmark tasks (SentGLUE) in addition to semantic textual similarity (STS) (Agirre et al., 2012 (Agirre et al., , 2013 (Agirre et al., , 2014 (Agirre et al., , 2015 (Agirre et al., , 2016 Cer et al., 2017) .","As shown in Figure 2 , we explore three ways of turning a pre-trained T5 encoder-decoder model into a sentence embedding model: (i) using the first token representation of the encoder; (ii) averaging all token representations from the encoder; (iii) using the first token representation from the decoder. We evaluate the quality of the resulting sentence embeddings on sentence transfer tasks using the SentEval (Conneau and Kiela, 2018) toolkit and on our extension of SentEval to GLUE benchmark tasks (SentGLUE) in addition to semantic textual similarity (STS) (Agirre et al., 2012 (Agirre et al., , 2013 (Agirre et al., , 2014 (Agirre et al., , 2015 (Agirre et al., , 2016 Cer et al., 2017) . We contrast raw representations from pre-trained T5 models with those learned through fine-tuning T5 on natural language inference (NLI) using dual encoders and contrastive learning (Conneau et al., 2017; Gao et al., 2021) .",{S}ent{E}val: An Evaluation Toolkit for Universal Sentence Representations,extends,extends,benchmark_or_protocol,improve,our extension of SentEval to GLUE benchmark tasks (SentGLUE),0.95,False,"The citation context explicitly mentions extending SentEval to GLUE benchmark tasks, indicating improvement.",,
ctxr_34e46614889a84f4ef83,"In the translation to intermediate languages part of our framework, we adapt the algorithms in (Davidov and Rappoport, 2006; Davidov et al., 2007) to suit diverse languages (including ones without explicit word segmentation).","While these studies avoid some of the obstacles above, it still remains open whether such methods are indeed languageindependent. In the translation to intermediate languages part of our framework, we adapt the algorithms in (Davidov and Rappoport, 2006; Davidov et al., 2007) to suit diverse languages (including ones without explicit word segmentation). We also develop a method for efficient automated disambiguation and translation of terms to and from any available intermediate language.",Efficient Unsupervised Discovery of Word Categories Using Symmetric Patterns and High Frequency Words,extends,extends,method,adapt_to_domain,"we adapt the algorithms in (Davidov and Rappoport, 2006; Davidov et al., 2007) to suit diverse languages",0.85,False,"The citation mentions adapting algorithms from the cited work for a new domain, indicating an 'extends' intent.",,
ctxr_e5f7b5e95dee1965ab23,"To achieve this goal, we modified the publicly available TER script, TERCOM (Snover et al., 2006) , to match words in the same equivalence class at an additional synonym cost.","The final step is to modify TER script to favor matching of a word to its synonyms rather than to any other word. To achieve this goal, we modified the publicly available TER script, TERCOM (Snover et al., 2006) , to match words in the same equivalence class at an additional synonym cost. In its original implementation, TERCOM builds a hash table for the n-grams that appear in both the reference and the hypothesis translation to deter-mine possible shifts of words.",A Study of Translation Edit Rate with Targeted Human Annotation,extends,extends,software_or_tool,improve,we modified the publicly available TER script,0.9,False,The citation context indicates that the authors modified the TERCOM tool to improve its functionality.,,
ctxr_33f0d2b790d07bf5f2f9,"To demonstrate its efficacy, we adapt the model as a sub-module to several existing neural architectures (Rios and Kavuluru, 2018; Chalkidis et al., 2019) for multilabel few/zero-shot learning.","In this paper, we present a simple but effective multi-graph knowledge aggregation model that can transform and fuse the structural information from multiple label graphs while utilising three kinds of semantics: the pre-trained word embeddings, label description, and the label relations. To demonstrate its efficacy, we adapt the model as a sub-module to several existing neural architectures (Rios and Kavuluru, 2018; Chalkidis et al., 2019) for multilabel few/zero-shot learning. However, this model can work as a self-contained module and be flexibly adapted to most existing multi-label learning models Li and Yu, 2020) that use GCNs to leverage the label structures.",Few-Shot and Zero-Shot Multi-Label Learning for Structured Label Spaces,extends,extends,model,adapt_to_domain,"we adapt the model as a sub-module to several existing neural architectures (Rios and Kavuluru, 2018; Chalkidis et al., 2019)",0.95,False,"The context states the model is adapted as a sub-module, which aligns with 'extends' and 'adapt_to_domain' for a model.",,
ctxr_c4375269c1ec2db82346,"We build upon FastQA (Weissenborn et al., 2017) , an extractive factoid QA system which achieves state-of-the-art results on QA benchmarks that provide large amounts of training data.","Our system, on the other hand, is based on a neural network QA architecture that is trained endto-end on the target task. We build upon FastQA (Weissenborn et al., 2017) , an extractive factoid QA system which achieves state-of-the-art results on QA benchmarks that provide large amounts of training data. For example, SQuAD (Rajpurkar et al., 2016) provides a dataset of ≈ 100, 000 questions on Wikipedia articles.",Making Neural {QA} as Simple as Possible but not Simpler,extends,extends,software_or_tool,improve,"We build upon FastQA (Weissenborn et al., 2017)",0.95,False,The phrase 'We build upon FastQA' indicates an extension or improvement of the cited software/tool.,,
ctxr_1e5443761d327a8488d0,"We extend the CSI dataset (Frermann et al., 2018) with binary labels indicating whether a scene should be included in the summary and present experiments with both supervised and unsupervised summarization models.","We propose a framework for end-to-end training in which narrative structure is treated as a latent variable for summarization. We extend the CSI dataset (Frermann et al., 2018) with binary labels indicating whether a scene should be included in the summary and present experiments with both supervised and unsupervised summarization models. An overview of our approach is shown in Figure 2 .",Whodunnit? Crime Drama as a Case for Natural Language Understanding,extends,extends,dataset_or_database,improve,"We extend the CSI dataset (Frermann et al., 2018) with binary labels",0.9,False,The paper extends the CSI dataset by adding binary labels to improve it for summarization tasks.,,
ctxr_bea2fc23e332dc68e3e8,"Inspired by this finding, we adapt a common technique from NMT (Sennrich et al., 2016 ) that reranks with a right-to-left model, but without multiple rounds.","The authors claim that the two models display unique advantages for specific error types as they decode with different contexts. Inspired by this finding, we adapt a common technique from NMT (Sennrich et al., 2016 ) that reranks with a right-to-left model, but without multiple rounds. We contend that multiple rounds are only necessary if the system has low recall. very good results (Junczys-Dowmunt et al., 2018b; Lichtarge et al., 2018) .",{E}dinburgh Neural Machine Translation Systems for {WMT} 16,extends,extends,method,adapt_to_domain,"we adapt a common technique from NMT (Sennrich et al., 2016 )",0.85,False,"The citing paper adapts a technique from Sennrich et al. (2016), indicating an extension of the method to a new context.",,
ctxr_067cc4e8c2aba789ff3d,"Specifically, we adapt the Mask-And-Infill (M&I) framework of Wu et al. (2019b) .","Specifically, we adapt the Mask-And-Infill (M&I) framework of Wu et al. (2019b) . We perform Step 1 by training a Bi-LSTM sentiment classifier and masking words whose attention weight is above average.",A Hierarchical Reinforced Sequence Operation Method for Unsupervised Text Style Transfer,extends,extends,method,adapt_to_domain,we adapt,0.95,False,"The sentence explicitly states that the current paper adapts the cited framework, indicating an extension.",,
ctxr_1110e479eaa69b5f6695,"The CRF layer considers both the output of the BiL-STM layer and the other neighboring tokens' labels, which improves the accuracy of the modeling desired transitions between labels (Ma and Hovy, 2016) .","We train this model with and without a CRF decoder to see its e↵ect on this task. The CRF layer considers both the output of the BiL-STM layer and the other neighboring tokens' labels, which improves the accuracy of the modeling desired transitions between labels (Ma and Hovy, 2016) .",End-to-end Sequence Labeling via Bi-directional {LSTM}-{CNN}s-{CRF},unclear,extends,method,improve,"improves the accuracy of the modeling desired transitions between labels (Ma and Hovy, 2016)",0.85,False,"The evidence suggests that the CRF layer improves the method's accuracy, indicating an extension.",,
ctxr_8924bf369f865f36a84f,"In this work, we modify and extend the current state-of-the-art model (Lample et al., 2016; Ma and Hovy, 2016) in name tagging to incorporate the visual information of social media posts using an Attention mechanism.","In this work, we modify and extend the current state-of-the-art model (Lample et al., 2016; Ma and Hovy, 2016) in name tagging to incorporate the visual information of social media posts using an Attention mechanism. Although the usually short textual components of social media posts provide limited contextual information, the accompanying images often provide rich information that can be useful for name tagging.",Neural Architectures for Named Entity Recognition,extends,extends,method,adapt_to_domain,"we modify and extend the current state-of-the-art model (Lample et al., 2016; Ma and Hovy, 2016)",0.9,False,"The context explicitly states modifying and extending the cited model, supporting the extends intent.",,
ctxr_86c34ab8e64f42335463,"We extend this motivation by further evaluating word embeddings (Bengio et al., 2001; Bengio et al., 2003; Mnih and Hinton, 2007; Collobert and Weston, 2008; Turian et al., 2010) on feature-based methods to adapt RE systems to new domains.","We extend this motivation by further evaluating word embeddings (Bengio et al., 2001; Bengio et al., 2003; Mnih and Hinton, 2007; Collobert and Weston, 2008; Turian et al., 2010) on feature-based methods to adapt RE systems to new domains. We explore the embedding-based features in a principled way and demonstrate that word embedding itself is also an effective representation for domain adaptation of RE.",Word Representations: A Simple and General Method for Semi-Supervised Learning,extends,extends,method,improve,"We extend this motivation by further evaluating word embeddings (Bengio et al., 2001; Bengio et al., 2003; Mnih and Hinton, 2007; Collobert and Weston, 2008; Turian et al., 2010) on feature-based methods to adapt RE systems to new domains.",0.85,False,The text indicates that the authors extend the cited work by further evaluating and adapting it for domain adaptation of RE systems.,,
ctxr_9344963eb88ca82f86e6,We adapt the work done by Akbik et al. (2018) and Akbik et al. (2019) to explore the impact of call center data on these stateof-the-art configurations.,We conduct a number of experiments using Flair's SequenceTagger with default parameters and a hidden size of 256. We adapt the work done by Akbik et al. (2018) and Akbik et al. (2019) to explore the impact of call center data on these stateof-the-art configurations.,Pooled Contextualized Embeddings for Named Entity Recognition,extends,extends,method,adapt_to_domain,We adapt the work done by Akbik et al. (2018) and Akbik et al. (2019),0.85,False,"The phrase 'We adapt the work done by Akbik et al. (2019)' indicates an extension of the cited method, adapting it to a new domain (call center data).",,
ctxr_30a17b5153131ab4d7ee,"In this work, we adapt the phrase-based MT technique of Koehn et al. (2003) for the medical text normalisation task.","Koehn et al. (2003) showed that a phrase-based MT technique markedly outperformed traditional wordbased MT techniques on several benchmarks. In this work, we adapt the phrase-based MT technique of Koehn et al. (2003) for the medical text normalisation task. In particular, we use the phrase-based MT technique to translate phrases from Twitter language to formal medical language, before mapping the translated phrases to medical concepts based on the ranked similarity of their word vector representations.",Statistical Phrase-Based Translation,extends,extends,method,adapt_to_domain,we adapt the phrase-based MT technique of Koehn et al. (2003) for the medical text normalisation task,0.95,False,"The cited method is adapted for a new domain (medical text normalization), indicating an 'extends' function.",,
ctxr_9d284af554f161da0ec9,"First, we adapt a sieve-based coreference resolution algorithm (Lee et al., 2013; Lee et al., 2011) to the biomedical domain, capitalizing on domain-specific knowledge, extending the biomedical information extraction system of Valenzuela-Escárcega et al. (2015) .","The contributions of this work are twofold. First, we adapt a sieve-based coreference resolution algorithm (Lee et al., 2013; Lee et al., 2011) to the biomedical domain, capitalizing on domain-specific knowledge, extending the biomedical information extraction system of Valenzuela-Escárcega et al. (2015) . Importantly, our extensions address both entity and event (i.e., interaction) coreference resolution.",{S}tanford{'}s Multi-Pass Sieve Coreference Resolution System at the {C}o{NLL}-2011 Shared Task,extends,extends,method,adapt_to_domain,"we adapt a sieve-based coreference resolution algorithm (Lee et al., 2013; Lee et al., 2011) to the biomedical domain",0.9,False,"The context explicitly states adaptation of a coreference resolution method to a new domain, implying extension.",,
ctxr_130cdd073e7799d5cfc4,We generalize the result of Shieber (2004) and prove that every weighted tree transformation that is computable by an STSG can also be computed by a weighted bimorphism and vice versa.,It is this difference that motivates us to add states to STSG. We generalize the result of Shieber (2004) and prove that every weighted tree transformation that is computable by an STSG can also be computed by a weighted bimorphism and vice versa.,Synchronous Grammars as Tree Transducers,extends,extends,claim_or_finding,improve,We generalize the result of Shieber (2004),0.95,False,"The citation indicates that the paper generalizes and extends the findings of Shieber (2004), as they prove a related result.",,
ctxr_bf7f3ddb3f3e1321fd9d,"3 .3), we adapt the cube pruning method from machine translation (Chiang, 2007; Huang and Chiang 2007) which is based on efficient k-best parsing algorithms (Huang and Chiang, 2005) .","To speed up the procedure of obtaining the N best candidates, following Huang (2008, Sec. 3 .3), we adapt the cube pruning method from machine translation (Chiang, 2007; Huang and Chiang 2007) which is based on efficient k-best parsing algorithms (Huang and Chiang, 2005) . As shown in Algorithm 4, cube pruning works topologically in the pruned word lattice, and maintains a list of N best derivations at each node.",Better k-best Parsing,extends,extends,method,adapt_to_domain,"we adapt the cube pruning method from machine translation (Chiang, 2007; Huang and Chiang 2007) which is based on efficient k-best parsing algorithms (Huang and Chiang, 2005)",0.9,False,"The citation indicates that the method from Huang and Chiang (2005) is being adapted for a specific use, supporting an 'extends' function.",,
ctxr_bc84abfd5e3fb9a64521,"We adapt the PoE implementation by Karimi Mahabadi et al. (2020), and we follow their approach to conduct hyperparameter tuning for PoE.","We also report the results of combining PoE with our proposed method, simply by training a PoE model on our debiased datasets. We adapt the PoE implementation by Karimi Mahabadi et al. (2020), and we follow their approach to conduct hyperparameter tuning for PoE. 7 The hyperparameters of the PoE models are reported in Table 10 of Appendix A.",End-to-End Bias Mitigation by Modelling Biases in Corpora,extends,extends,method,adapt_to_domain,"We adapt the PoE implementation by Karimi Mahabadi et al. (2020), and we follow their approach to conduct hyperparameter tuning for PoE.",0.9,False,"The context indicates the current paper adapts the PoE implementation from the cited work, which fits the extends intent.",,
ctxr_4da9524e39ad2792a24a,"To construct a test set, we adapted the process used by Rooth et al. (1999) and Erk et al. (2010) .","A test set for the pseudo-disambiguation task task consists of tuples of the form (R, t, r, r') . To construct a test set, we adapted the process used by Rooth et al. (1999) and Erk et al. (2010) .",Inducing a Semantically Annotated Lexicon via {EM}-Based Clustering,extends,extends,method,adapt_to_domain,we adapted the process,0.85,False,"The citation context indicates that the paper adapted a process from Rooth et al. (1999), suggesting that it extends the method.",,
